date;state;country;recovered
2020-03-20;no;Tajikistan;0.0
2020-03-20;no;Tanzania;0.0
2020-03-20;no;Thailand;42.0
2020-03-20;no;Timor-Leste;0.0
2020-03-20;no;Togo;1.0
2020-03-20;no;Trinidad and Tobago;0.0
2020-03-20;no;Tunisia;0.0
2020-03-20;no;Turkey;0.0
2020-03-20;no;US;147.0
2020-03-20;no;Uganda;0.0
2020-03-20;no;Ukraine;0.0
2020-03-20;no;United Arab Emirates;31.0
2020-03-20;no;United Kingdom;65.0
2020-03-20;no;Uruguay;0.0
2020-03-20;no;Uzbekistan;0.0
2020-03-20;no;Venezuela;0.0
2020-03-20;no;Vietnam;16.0
2020-03-20;no;West Bank and Gaza;17.0
2020-03-20;no;Western Sahara;0.0
2020-03-20;no;Yemen;0.0
2020-03-20;no;Zambia;0.0
2020-03-20;no;Zimbabwe;0.0
2020-03-21;Anguilla;United Kingdom;0.0
2020-03-21;Anhui;China;984.0
2020-03-21;Aruba;Netherlands;0.0
2020-03-21;Australian Capital Territory;Australia;0.0
2020-03-21;Beijing;China;396.0
2020-03-21;Bermuda;United Kingdom;0.0
2020-03-21;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-03-21;British Virgin Islands;United Kingdom;0.0
2020-03-21;Cayman Islands;United Kingdom;0.0
2020-03-21;Channel Islands;United Kingdom;0.0
2020-03-21;Chongqing;China;570.0
2020-03-21;Curacao;Netherlands;0.0
2020-03-21;Falkland Islands (Malvinas);United Kingdom;0.0
2020-03-21;Faroe Islands;Denmark;0.0
2020-03-21;French Guiana;France;0.0
2020-03-21;French Polynesia;France;0.0
2020-03-21;Fujian;China;295.0
2020-03-21;Gansu;China;113.0
2020-03-21;Gibraltar;United Kingdom;2.0
2020-03-21;Greenland;Denmark;0.0
2020-03-21;Guadeloupe;France;0.0
2020-03-21;Guangdong;China;1325.0
2020-03-21;Guangxi;China;250.0
2020-03-21;Guizhou;China;144.0
2020-03-21;Hainan;China;161.0
2020-03-21;Hebei;China;310.0
2020-03-21;Heilongjiang;China;463.0
2020-03-21;Henan;China;1250.0
2020-03-21;Hong Kong;China;98.0
2020-03-21;Hubei;China;58946.0
2020-03-21;Hunan;China;1014.0
2020-03-21;Inner Mongolia;China;74.0
2020-03-21;Isle of Man;United Kingdom;0.0
2020-03-21;Jiangsu;China;631.0
2020-03-21;Jiangxi;China;934.0
2020-03-21;Jilin;China;92.0
2020-03-21;Liaoning;China;122.0
2020-03-21;Macau;China;10.0
2020-03-21;Martinique;France;0.0
2020-03-21;Mayotte;France;0.0
2020-03-21;Montserrat;United Kingdom;0.0
2020-03-21;New Caledonia;France;0.0
2020-03-21;New South Wales;Australia;4.0
2020-03-21;Ningxia;China;75.0
2020-03-21;Northern Territory;Australia;0.0
2020-03-21;Qinghai;China;18.0
2020-03-21;Queensland;Australia;8.0
2020-03-21;Reunion;France;0.0
2020-03-21;Saint Barthelemy;France;0.0
2020-03-21;Saint Pierre and Miquelon;France;0.0
2020-03-21;Shaanxi;China;239.0
2020-03-21;Shandong;China;749.0
2020-03-21;Shanghai;China;327.0
2020-03-21;Shanxi;China;133.0
2020-03-21;Sichuan;China;536.0
2020-03-21;Sint Maarten;Netherlands;0.0
2020-03-21;South Australia;Australia;3.0
2020-03-21;St Martin;France;0.0
2020-03-21;Tasmania;Australia;3.0
2020-03-21;Tianjin;China;133.0
2020-03-21;Tibet;China;1.0
2020-03-21;Turks and Caicos Islands;United Kingdom;0.0
2020-03-21;Victoria;Australia;8.0
2020-03-21;Western Australia;Australia;0.0
2020-03-21;Xinjiang;China;73.0
2020-03-21;Yunnan;China;172.0
2020-03-21;Zhejiang;China;1219.0
2020-03-21;no;Afghanistan;1.0
2020-03-21;no;Albania;2.0
2020-03-21;no;Algeria;32.0
2020-03-21;no;Andorra;1.0
2020-03-21;no;Angola;0.0
2020-03-21;no;Antigua and Barbuda;0.0
2020-03-21;no;Argentina;3.0
2020-03-21;no;Armenia;1.0
2020-03-21;no;Austria;9.0
2020-03-21;no;Azerbaijan;11.0
2020-03-21;no;Bahamas;0.0
2020-03-21;no;Bahrain;125.0
2020-03-21;no;Bangladesh;3.0
2020-03-21;no;Barbados;0.0
2020-03-21;no;Belarus;15.0
2020-03-21;no;Belgium;263.0
2020-03-21;no;Belize;0.0
2020-03-21;no;Benin;0.0
2020-03-21;no;Bhutan;0.0
2020-03-21;no;Bolivia;0.0
2020-03-21;no;Bosnia and Herzegovina;2.0
2020-03-21;no;Botswana;0.0
2020-03-21;no;Brazil;2.0
2020-03-21;no;Brunei;2.0
2020-03-21;no;Bulgaria;3.0
2020-03-21;no;Burkina Faso;5.0
2020-03-21;no;Burma;0.0
2020-03-21;no;Burundi;0.0
2020-03-21;no;Cabo Verde;0.0
2020-03-21;no;Cambodia;1.0
2020-03-21;no;Cameroon;0.0
2020-03-21;no;Canada;10.0
2020-03-21;no;Central African Republic;0.0
2020-03-21;no;Chad;0.0
2020-03-21;no;Chile;6.0
2020-03-21;no;Colombia;1.0
2020-03-21;no;Comoros;0.0
2020-03-21;no;Congo (Brazzaville);0.0
2020-03-21;no;Congo (Kinshasa);0.0
2020-03-21;no;Costa Rica;2.0
2020-03-21;no;Cote d'Ivoire;1.0
2020-03-21;no;Croatia;5.0
2020-03-21;no;Cuba;0.0
2020-03-21;no;Cyprus;0.0
2020-03-21;no;Czechia;6.0
2020-03-21;no;Denmark;1.0
2020-03-21;no;Diamond Princess;325.0
2020-03-21;no;Djibouti;0.0
2020-03-21;no;Dominica;0.0
2020-03-21;no;Dominican Republic;0.0
2020-03-21;no;Ecuador;3.0
2020-03-21;no;Egypt;41.0
2020-03-21;no;El Salvador;0.0
2020-03-21;no;Equatorial Guinea;0.0
2020-03-21;no;Eritrea;0.0
2020-03-21;no;Estonia;1.0
2020-03-21;no;Eswatini;0.0
2020-03-21;no;Ethiopia;0.0
2020-03-21;no;Fiji;0.0
2020-03-21;no;Finland;10.0
2020-03-21;no;France;12.0
2020-03-21;no;Gabon;0.0
2020-03-21;no;Gambia;0.0
2020-03-21;no;Georgia;1.0
2020-03-21;no;Germany;233.0
2020-03-21;no;Ghana;0.0
2020-03-21;no;Greece;19.0
2020-03-21;no;Grenada;0.0
2020-03-21;no;Guatemala;0.0
2020-03-21;no;Guinea;0.0
2020-03-21;no;Guinea-Bissau;0.0
2020-03-21;no;Guyana;0.0
2020-03-21;no;Haiti;0.0
2020-03-21;no;Holy See;0.0
2020-03-21;no;Honduras;0.0
2020-03-21;no;Hungary;7.0
2020-03-21;no;Iceland;22.0
2020-03-21;no;India;23.0
2020-03-21;no;Indonesia;15.0
2020-03-21;no;Iran;7635.0
2020-03-21;no;Iraq;51.0
2020-03-21;no;Ireland;5.0
2020-03-21;no;Israel;36.0
2020-03-21;no;Italy;6072.0
2020-03-21;no;Jamaica;2.0
2020-03-21;no;Japan;232.0
2020-03-21;no;Jordan;1.0
2020-03-21;no;Kazakhstan;0.0
2020-03-21;no;Kenya;0.0
2020-03-21;no;Korea, South;1540.0
2020-03-21;no;Kosovo;0.0
2020-03-21;no;Kuwait;27.0
2020-03-21;no;Kyrgyzstan;0.0
2020-03-21;no;Laos;0.0
2020-03-21;no;Latvia;1.0
2020-03-21;no;Lebanon;4.0
2020-03-21;no;Lesotho;0.0
2020-03-21;no;Liberia;0.0
2020-03-21;no;Libya;0.0
2020-03-21;no;Liechtenstein;4.0
2020-03-21;no;Lithuania;1.0
2020-03-21;no;Luxembourg;0.0
2020-03-21;no;MS Zaandam;0.0
2020-03-21;no;Madagascar;0.0
2020-03-21;no;Malawi;0.0
2020-03-21;no;Malaysia;114.0
2020-03-21;no;Maldives;0.0
2020-03-21;no;Mali;0.0
2020-03-21;no;Malta;2.0
2020-03-21;no;Mauritania;0.0
2020-03-21;no;Mauritius;0.0
2020-03-21;no;Mexico;4.0
2020-03-21;no;Moldova;1.0
2020-03-21;no;Monaco;0.0
2020-03-21;no;Mongolia;0.0
2020-03-21;no;Montenegro;0.0
2020-03-21;no;Morocco;3.0
2020-03-21;no;Mozambique;0.0
2020-03-21;no;Namibia;0.0
2020-03-21;no;Nepal;1.0
2020-03-21;no;Netherlands;0.0
2020-03-21;no;New Zealand;0.0
2020-03-21;no;Nicaragua;0.0
2020-03-21;no;Niger;0.0
2020-03-21;no;Nigeria;1.0
2020-03-21;no;North Macedonia;1.0
2020-03-21;no;Norway;1.0
2020-03-21;no;Oman;12.0
2020-03-21;no;Pakistan;5.0
2020-03-21;no;Panama;0.0
2020-03-21;no;Papua New Guinea;0.0
2020-03-21;no;Paraguay;0.0
2020-03-21;no;Peru;1.0
2020-03-21;no;Philippines;13.0
2020-03-21;no;Poland;1.0
2020-03-21;no;Portugal;5.0
2020-03-21;no;Qatar;27.0
2020-03-21;no;Romania;52.0
2020-03-21;no;Russia;12.0
2020-03-21;no;Rwanda;0.0
2020-03-21;no;Saint Kitts and Nevis;0.0
2020-03-21;no;Saint Lucia;0.0
2020-03-21;no;Saint Vincent and the Grenadines;0.0
2020-03-21;no;San Marino;4.0
2020-03-21;no;Sao Tome and Principe;0.0
2020-03-21;no;Saudi Arabia;16.0
2020-03-21;no;Senegal;5.0
2020-03-21;no;Serbia;1.0
2020-03-21;no;Seychelles;0.0
2020-03-21;no;Sierra Leone;0.0
2020-03-21;no;Singapore;140.0
2020-03-21;no;Slovakia;0.0
2020-03-21;no;Slovenia;0.0
2020-03-21;no;Somalia;0.0
2020-03-21;no;South Africa;0.0
2020-03-21;no;South Sudan;0.0
2020-03-21;no;Spain;2125.0
2020-03-21;no;Sri Lanka;1.0
2020-03-21;no;Sudan;0.0
2020-03-21;no;Suriname;0.0
2020-03-21;no;Sweden;0.0
2020-03-21;no;Switzerland;15.0
2020-03-21;no;Syria;0.0
2020-03-21;no;Taiwan*;28.0
2020-03-21;no;Tajikistan;0.0
2020-03-21;no;Tanzania;0.0
2020-03-21;no;Thailand;42.0
2020-03-21;no;Timor-Leste;0.0
2020-03-21;no;Togo;1.0
2020-03-21;no;Trinidad and Tobago;1.0
2020-03-21;no;Tunisia;0.0
2020-03-21;no;Turkey;0.0
2020-03-21;no;US;176.0
2020-03-21;no;Uganda;0.0
2020-03-21;no;Ukraine;1.0
2020-03-21;no;United Arab Emirates;38.0
2020-03-21;no;United Kingdom;65.0
2020-03-21;no;Uruguay;0.0
2020-03-21;no;Uzbekistan;0.0
2020-03-21;no;Venezuela;0.0
2020-03-21;no;Vietnam;17.0
2020-03-21;no;West Bank and Gaza;17.0
2020-03-21;no;Western Sahara;0.0
2020-03-21;no;Yemen;0.0
2020-03-21;no;Zambia;0.0
2020-03-21;no;Zimbabwe;0.0
2020-03-22;Anguilla;United Kingdom;0.0
2020-03-22;Anhui;China;984.0
2020-03-22;Aruba;Netherlands;0.0
2020-03-22;Australian Capital Territory;Australia;0.0
2020-03-22;Beijing;China;400.0
2020-03-22;Bermuda;United Kingdom;0.0
2020-03-22;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-03-22;British Virgin Islands;United Kingdom;0.0
2020-03-22;Cayman Islands;United Kingdom;0.0
2020-03-22;Channel Islands;United Kingdom;0.0
2020-03-22;Chongqing;China;570.0
2020-03-22;Curacao;Netherlands;0.0
2020-03-22;Falkland Islands (Malvinas);United Kingdom;0.0
2020-03-22;Faroe Islands;Denmark;0.0
2020-03-22;French Guiana;France;6.0
2020-03-22;French Polynesia;France;0.0
2020-03-22;Fujian;China;295.0
2020-03-22;Gansu;China;114.0
2020-03-22;Gibraltar;United Kingdom;2.0
2020-03-22;Greenland;Denmark;0.0
2020-03-22;Guadeloupe;France;0.0
2020-03-22;Guangdong;China;1329.0
2020-03-22;Guangxi;China;250.0
2020-03-22;Guizhou;China;144.0
2020-03-22;Hainan;China;161.0
2020-03-22;Hebei;China;310.0
2020-03-22;Heilongjiang;China;466.0
2020-03-22;Henan;China;1250.0
2020-03-22;Hong Kong;China;100.0
2020-03-22;Hubei;China;59433.0
2020-03-22;Hunan;China;1014.0
2020-03-22;Inner Mongolia;China;74.0
2020-03-22;Isle of Man;United Kingdom;0.0
2020-03-22;Jiangsu;China;631.0
2020-03-22;Jiangxi;China;934.0
2020-03-22;Jilin;China;92.0
2020-03-22;Liaoning;China;124.0
2020-03-22;Macau;China;10.0
2020-03-22;Martinique;France;0.0
2020-03-22;Mayotte;France;0.0
2020-03-22;Montserrat;United Kingdom;0.0
2020-03-22;New Caledonia;France;0.0
2020-03-22;New South Wales;Australia;4.0
2020-03-22;Ningxia;China;75.0
2020-03-22;Northern Territory;Australia;0.0
2020-03-22;Qinghai;China;18.0
2020-03-22;Queensland;Australia;8.0
2020-03-22;Reunion;France;0.0
2020-03-22;Saint Barthelemy;France;0.0
2020-03-22;Saint Pierre and Miquelon;France;0.0
2020-03-22;Shaanxi;China;239.0
2020-03-22;Shandong;China;750.0
2020-03-22;Shanghai;China;328.0
2020-03-22;Shanxi;China;133.0
2020-03-22;Sichuan;China;536.0
2020-03-22;Sint Maarten;Netherlands;0.0
2020-03-22;South Australia;Australia;3.0
2020-03-22;St Martin;France;0.0
2020-03-22;Tasmania;Australia;3.0
2020-03-22;Tianjin;China;133.0
2020-03-22;Tibet;China;1.0
2020-03-22;Turks and Caicos Islands;United Kingdom;0.0
2020-03-22;Victoria;Australia;70.0
2020-03-22;Western Australia;Australia;0.0
2020-03-22;Xinjiang;China;73.0
2020-03-22;Yunnan;China;172.0
2020-03-22;Zhejiang;China;1219.0
2020-03-22;no;Afghanistan;1.0
2020-03-22;no;Albania;2.0
2020-03-22;no;Algeria;65.0
2020-03-22;no;Andorra;1.0
2020-03-22;no;Angola;0.0
2020-03-22;no;Antigua and Barbuda;0.0
2020-03-22;no;Argentina;3.0
2020-03-22;no;Armenia;2.0
2020-03-22;no;Austria;9.0
2020-03-22;no;Azerbaijan;10.0
2020-03-22;no;Bahamas;0.0
2020-03-22;no;Bahrain;149.0
2020-03-22;no;Bangladesh;3.0
2020-03-22;no;Barbados;0.0
2020-03-22;no;Belarus;15.0
2020-03-22;no;Belgium;263.0
2020-03-22;no;Belize;0.0
2020-03-22;no;Benin;0.0
2020-03-22;no;Bhutan;0.0
2020-03-22;no;Bolivia;0.0
2020-03-22;no;Bosnia and Herzegovina;2.0
2020-03-22;no;Botswana;0.0
2020-03-22;no;Brazil;2.0
2020-03-22;no;Brunei;2.0
2020-03-22;no;Bulgaria;3.0
2020-03-22;no;Burkina Faso;5.0
2020-03-22;no;Burma;0.0
2020-03-22;no;Burundi;0.0
2020-03-22;no;Cabo Verde;0.0
2020-03-22;no;Cambodia;1.0
2020-03-22;no;Cameroon;0.0
2020-03-22;no;Canada;10.0
2020-03-22;no;Central African Republic;0.0
2020-03-22;no;Chad;0.0
2020-03-22;no;Chile;8.0
2020-03-22;no;Colombia;3.0
2020-03-22;no;Comoros;0.0
2020-03-22;no;Congo (Brazzaville);0.0
2020-03-22;no;Congo (Kinshasa);0.0
2020-03-22;no;Costa Rica;2.0
2020-03-22;no;Cote d'Ivoire;1.0
2020-03-22;no;Croatia;5.0
2020-03-22;no;Cuba;0.0
2020-03-22;no;Cyprus;3.0
2020-03-22;no;Czechia;6.0
2020-03-22;no;Denmark;1.0
2020-03-22;no;Diamond Princess;325.0
2020-03-22;no;Djibouti;0.0
2020-03-22;no;Dominica;0.0
2020-03-22;no;Dominican Republic;0.0
2020-03-22;no;Ecuador;3.0
2020-03-22;no;Egypt;56.0
2020-03-22;no;El Salvador;0.0
2020-03-22;no;Equatorial Guinea;0.0
2020-03-22;no;Eritrea;0.0
2020-03-22;no;Estonia;2.0
2020-03-22;no;Eswatini;0.0
2020-03-22;no;Ethiopia;4.0
2020-03-22;no;Fiji;0.0
2020-03-22;no;Finland;10.0
2020-03-22;no;France;2200.0
2020-03-22;no;Gabon;0.0
2020-03-22;no;Gambia;0.0
2020-03-22;no;Georgia;3.0
2020-03-22;no;Germany;266.0
2020-03-22;no;Ghana;0.0
2020-03-22;no;Greece;19.0
2020-03-22;no;Grenada;0.0
2020-03-22;no;Guatemala;0.0
2020-03-22;no;Guinea;0.0
2020-03-22;no;Guinea-Bissau;0.0
2020-03-22;no;Guyana;0.0
2020-03-22;no;Haiti;0.0
2020-03-22;no;Holy See;0.0
2020-03-22;no;Honduras;0.0
2020-03-22;no;Hungary;16.0
2020-03-22;no;Iceland;36.0
2020-03-22;no;India;27.0
2020-03-22;no;Indonesia;29.0
2020-03-22;no;Iran;7931.0
2020-03-22;no;Iraq;57.0
2020-03-22;no;Ireland;5.0
2020-03-22;no;Israel;37.0
2020-03-22;no;Italy;7024.0
2020-03-22;no;Jamaica;2.0
2020-03-22;no;Japan;235.0
2020-03-22;no;Jordan;1.0
2020-03-22;no;Kazakhstan;0.0
2020-03-22;no;Kenya;0.0
2020-03-22;no;Korea, South;2909.0
2020-03-22;no;Kosovo;0.0
2020-03-22;no;Kuwait;27.0
2020-03-22;no;Kyrgyzstan;0.0
2020-03-22;no;Laos;0.0
2020-03-22;no;Latvia;1.0
2020-03-22;no;Lebanon;8.0
2020-03-22;no;Lesotho;0.0
2020-03-22;no;Liberia;0.0
2020-03-22;no;Libya;0.0
2020-03-22;no;Liechtenstein;4.0
2020-03-22;no;Lithuania;1.0
2020-03-22;no;Luxembourg;6.0
2020-03-22;no;MS Zaandam;0.0
2020-03-22;no;Madagascar;0.0
2020-03-22;no;Malawi;0.0
2020-03-22;no;Malaysia;139.0
2020-03-22;no;Maldives;0.0
2020-03-22;no;Mali;0.0
2020-03-22;no;Malta;2.0
2020-03-22;no;Mauritania;0.0
2020-03-22;no;Mauritius;0.0
2020-03-22;no;Mexico;4.0
2020-03-22;no;Moldova;1.0
2020-03-22;no;Monaco;1.0
2020-03-22;no;Mongolia;0.0
2020-03-22;no;Montenegro;0.0
2020-03-22;no;Morocco;3.0
2020-03-22;no;Mozambique;0.0
2020-03-22;no;Namibia;0.0
2020-03-22;no;Nepal;1.0
2020-03-22;no;Netherlands;0.0
2020-03-22;no;New Zealand;0.0
2020-03-22;no;Nicaragua;0.0
2020-03-22;no;Niger;0.0
2020-03-22;no;Nigeria;2.0
2020-03-22;no;North Macedonia;1.0
2020-03-22;no;Norway;1.0
2020-03-22;no;Oman;17.0
2020-03-22;no;Pakistan;5.0
2020-03-22;no;Panama;0.0
2020-03-22;no;Papua New Guinea;0.0
2020-03-22;no;Paraguay;0.0
2020-03-22;no;Peru;1.0
2020-03-22;no;Philippines;17.0
2020-03-22;no;Poland;1.0
2020-03-22;no;Portugal;5.0
2020-03-22;no;Qatar;33.0
2020-03-22;no;Romania;64.0
2020-03-22;no;Russia;16.0
2020-03-22;no;Rwanda;0.0
2020-03-22;no;Saint Kitts and Nevis;0.0
2020-03-22;no;Saint Lucia;0.0
2020-03-22;no;Saint Vincent and the Grenadines;0.0
2020-03-22;no;San Marino;4.0
2020-03-22;no;Sao Tome and Principe;0.0
2020-03-22;no;Saudi Arabia;16.0
2020-03-22;no;Senegal;5.0
2020-03-22;no;Serbia;1.0
2020-03-22;no;Seychelles;0.0
2020-03-22;no;Sierra Leone;0.0
2020-03-22;no;Singapore;144.0
2020-03-22;no;Slovakia;7.0
2020-03-22;no;Slovenia;0.0
2020-03-22;no;Somalia;0.0
2020-03-22;no;South Africa;0.0
2020-03-22;no;South Sudan;0.0
2020-03-22;no;Spain;2575.0
2020-03-22;no;Sri Lanka;3.0
2020-03-22;no;Sudan;0.0
2020-03-22;no;Suriname;0.0
2020-03-22;no;Sweden;0.0
2020-03-22;no;Switzerland;131.0
2020-03-22;no;Syria;0.0
2020-03-22;no;Taiwan*;28.0
2020-03-22;no;Tajikistan;0.0
2020-03-22;no;Tanzania;0.0
2020-03-22;no;Thailand;44.0
2020-03-22;no;Timor-Leste;0.0
2020-03-22;no;Togo;1.0
2020-03-22;no;Trinidad and Tobago;1.0
2020-03-22;no;Tunisia;1.0
2020-03-22;no;Turkey;0.0
2020-03-22;no;US;178.0
2020-03-22;no;Uganda;0.0
2020-03-22;no;Ukraine;1.0
2020-03-22;no;United Arab Emirates;38.0
2020-03-22;no;United Kingdom;65.0
2020-03-22;no;Uruguay;0.0
2020-03-22;no;Uzbekistan;0.0
2020-03-22;no;Venezuela;15.0
2020-03-22;no;Vietnam;17.0
2020-03-22;no;West Bank and Gaza;17.0
2020-03-22;no;Western Sahara;0.0
2020-03-22;no;Yemen;0.0
2020-03-22;no;Zambia;0.0
2020-03-22;no;Zimbabwe;0.0
2020-03-23;Anguilla;United Kingdom;0.0
2020-03-23;Anhui;China;984.0
2020-03-23;Aruba;Netherlands;0.0
2020-03-23;Australian Capital Territory;Australia;0.0
2020-03-23;Beijing;China;400.0
2020-03-23;Bermuda;United Kingdom;0.0
2020-03-23;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-03-23;British Virgin Islands;United Kingdom;0.0
2020-03-23;Cayman Islands;United Kingdom;0.0
2020-03-23;Channel Islands;United Kingdom;0.0
2020-03-23;Chongqing;China;570.0
2020-03-23;Curacao;Netherlands;0.0
2020-03-23;Falkland Islands (Malvinas);United Kingdom;0.0
2020-03-23;Faroe Islands;Denmark;0.0
2020-03-23;French Guiana;France;6.0
2020-03-23;French Polynesia;France;0.0
2020-03-23;Fujian;China;295.0
2020-03-23;Gansu;China;114.0
2020-03-23;Gibraltar;United Kingdom;2.0
2020-03-23;Greenland;Denmark;0.0
2020-03-23;Guadeloupe;France;0.0
2020-03-23;Guangdong;China;1332.0
2020-03-23;Guangxi;China;250.0
2020-03-23;Guizhou;China;144.0
2020-03-23;Hainan;China;161.0
2020-03-23;Hebei;China;310.0
2020-03-23;Heilongjiang;China;465.0
2020-03-23;Henan;China;1250.0
2020-03-23;Hong Kong;China;100.0
2020-03-23;Hubei;China;59879.0
2020-03-23;Hunan;China;1014.0
2020-03-23;Inner Mongolia;China;74.0
2020-03-23;Isle of Man;United Kingdom;0.0
2020-03-23;Jiangsu;China;631.0
2020-03-23;Jiangxi;China;934.0
2020-03-23;Jilin;China;92.0
2020-03-23;Liaoning;China;124.0
2020-03-23;Macau;China;10.0
2020-03-23;Martinique;France;0.0
2020-03-23;Mayotte;France;0.0
2020-03-23;Montserrat;United Kingdom;0.0
2020-03-23;New Caledonia;France;0.0
2020-03-23;New South Wales;Australia;4.0
2020-03-23;Ningxia;China;75.0
2020-03-23;Northern Territory;Australia;0.0
2020-03-23;Qinghai;China;18.0
2020-03-23;Queensland;Australia;8.0
2020-03-23;Reunion;France;0.0
2020-03-23;Saint Barthelemy;France;0.0
2020-03-23;Saint Pierre and Miquelon;France;0.0
2020-03-23;Shaanxi;China;239.0
2020-03-23;Shandong;China;751.0
2020-03-23;Shanghai;China;329.0
2020-03-23;Shanxi;China;133.0
2020-03-23;Sichuan;China;536.0
2020-03-23;Sint Maarten;Netherlands;0.0
2020-03-23;South Australia;Australia;3.0
2020-03-23;St Martin;France;0.0
2020-03-23;Tasmania;Australia;3.0
2020-03-23;Tianjin;China;133.0
2020-03-23;Tibet;China;1.0
2020-03-23;Turks and Caicos Islands;United Kingdom;0.0
2020-03-23;Victoria;Australia;70.0
2020-03-23;Western Australia;Australia;0.0
2020-03-23;Xinjiang;China;73.0
2020-03-23;Yunnan;China;172.0
2020-03-23;Zhejiang;China;1221.0
2020-03-23;no;Afghanistan;1.0
2020-03-23;no;Albania;2.0
2020-03-23;no;Algeria;65.0
2020-03-23;no;Andorra;1.0
2020-03-23;no;Angola;0.0
2020-03-23;no;Antigua and Barbuda;0.0
2020-03-23;no;Argentina;3.0
2020-03-23;no;Armenia;2.0
2020-03-23;no;Austria;9.0
2020-03-23;no;Azerbaijan;10.0
2020-03-23;no;Bahamas;0.0
2020-03-23;no;Bahrain;149.0
2020-03-23;no;Bangladesh;3.0
2020-03-23;no;Barbados;0.0
2020-03-23;no;Belarus;15.0
2020-03-23;no;Belgium;263.0
2020-03-23;no;Belize;0.0
2020-03-23;no;Benin;0.0
2020-03-23;no;Bhutan;0.0
2020-03-23;no;Bolivia;0.0
2020-03-23;no;Bosnia and Herzegovina;2.0
2020-03-23;no;Botswana;0.0
2020-03-23;no;Brazil;2.0
2020-03-23;no;Brunei;2.0
2020-03-23;no;Bulgaria;3.0
2020-03-23;no;Burkina Faso;5.0
2020-03-23;no;Burma;0.0
2020-03-23;no;Burundi;0.0
2020-03-23;no;Cabo Verde;0.0
2020-03-23;no;Cambodia;1.0
2020-03-23;no;Cameroon;0.0
2020-03-23;no;Canada;10.0
2020-03-23;no;Central African Republic;0.0
2020-03-23;no;Chad;0.0
2020-03-23;no;Chile;8.0
2020-03-23;no;Colombia;3.0
2020-03-23;no;Comoros;0.0
2020-03-23;no;Congo (Brazzaville);0.0
2020-03-23;no;Congo (Kinshasa);0.0
2020-03-23;no;Costa Rica;2.0
2020-03-23;no;Cote d'Ivoire;1.0
2020-03-23;no;Croatia;5.0
2020-03-23;no;Cuba;0.0
2020-03-23;no;Cyprus;3.0
2020-03-23;no;Czechia;6.0
2020-03-23;no;Denmark;1.0
2020-03-23;no;Diamond Princess;325.0
2020-03-23;no;Djibouti;0.0
2020-03-23;no;Dominica;0.0
2020-03-23;no;Dominican Republic;0.0
2020-03-23;no;Ecuador;3.0
2020-03-23;no;Egypt;56.0
2020-03-23;no;El Salvador;0.0
2020-03-23;no;Equatorial Guinea;0.0
2020-03-23;no;Eritrea;0.0
2020-03-23;no;Estonia;2.0
2020-03-23;no;Eswatini;0.0
2020-03-23;no;Ethiopia;4.0
2020-03-23;no;Fiji;0.0
2020-03-23;no;Finland;10.0
2020-03-23;no;France;2200.0
2020-03-23;no;Gabon;0.0
2020-03-23;no;Gambia;0.0
2020-03-23;no;Georgia;3.0
2020-03-23;no;Germany;266.0
2020-03-23;no;Ghana;0.0
2020-03-23;no;Greece;19.0
2020-03-23;no;Grenada;0.0
2020-03-23;no;Guatemala;0.0
2020-03-23;no;Guinea;0.0
2020-03-23;no;Guinea-Bissau;0.0
2020-03-23;no;Guyana;0.0
2020-03-23;no;Haiti;0.0
2020-03-23;no;Holy See;0.0
2020-03-23;no;Honduras;0.0
2020-03-23;no;Hungary;16.0
2020-03-23;no;Iceland;36.0
2020-03-23;no;India;27.0
2020-03-23;no;Indonesia;29.0
2020-03-23;no;Iran;7931.0
2020-03-23;no;Iraq;57.0
2020-03-23;no;Ireland;5.0
2020-03-23;no;Israel;37.0
2020-03-23;no;Italy;7024.0
2020-03-23;no;Jamaica;2.0
2020-03-23;no;Japan;235.0
2020-03-23;no;Jordan;1.0
2020-03-23;no;Kazakhstan;0.0
2020-03-23;no;Kenya;0.0
2020-03-23;no;Korea, South;2909.0
2020-03-23;no;Kosovo;0.0
2020-03-23;no;Kuwait;27.0
2020-03-23;no;Kyrgyzstan;0.0
2020-03-23;no;Laos;0.0
2020-03-23;no;Latvia;1.0
2020-03-23;no;Lebanon;8.0
2020-03-23;no;Lesotho;0.0
2020-03-23;no;Liberia;0.0
2020-03-23;no;Libya;0.0
2020-03-23;no;Liechtenstein;5.0
2020-03-23;no;Lithuania;1.0
2020-03-23;no;Luxembourg;6.0
2020-03-23;no;MS Zaandam;0.0
2020-03-23;no;Madagascar;0.0
2020-03-23;no;Malawi;0.0
2020-03-23;no;Malaysia;139.0
2020-03-23;no;Maldives;0.0
2020-03-23;no;Mali;0.0
2020-03-23;no;Malta;2.0
2020-03-23;no;Mauritania;0.0
2020-03-23;no;Mauritius;0.0
2020-03-23;no;Mexico;4.0
2020-03-23;no;Moldova;1.0
2020-03-23;no;Monaco;1.0
2020-03-23;no;Mongolia;0.0
2020-03-23;no;Montenegro;0.0
2020-03-23;no;Morocco;3.0
2020-03-23;no;Mozambique;0.0
2020-03-23;no;Namibia;0.0
2020-03-23;no;Nepal;1.0
2020-03-23;no;Netherlands;0.0
